english;french;italian;japanese;portuguese;russian;spanish;Anger;Anticipation;Disgust;Fear;Joy;Sadness;Surprise;Trust
tedium;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;0;0;0;0;0;0;0;0
teeming;grouillant;brulicante;溢れる;repleto;битком набитый;rebosante;0;0;1;0;0;0;0;0
teens;les adolescents;adolescenti;十代の若者たち;adolescentes;тинейджеры;adolescentes;0;0;0;0;0;0;0;0
teeth;les dents;denti;歯;dentes;зубы;dientes;0;0;0;0;0;0;0;0
teflon;téflon;teflon;テフロン;teflon;тефлон;Teflon;0;0;0;0;0;0;0;0
telegram;télégramme;telegramma;電報;telegrama;телеграмма;telegrama;0;0;0;0;0;0;0;0
telegraph;télégraphe;telegrafo;電信;telégrafo;телеграф;telégrafo;0;0;0;0;0;0;0;0
telephone;Téléphone;telefono;電話;Telefone;телефон;teléfono;0;0;0;0;0;0;0;0
telescope;télescope;telescopio;望遠鏡;telescópio;телескоп;telescopio;0;0;0;0;0;0;0;0
telescopic;télescopique;telescopico;伸縮性のある;telescópico;телескопический;telescópico;0;0;0;0;0;0;0;0
television;télévision;televisione;テレビ;televisão;телевидение;televisión;0;0;0;0;0;0;0;0
teller;caissier;cassiere;出納係;caixa;рассказчик;cajero;0;0;0;0;0;0;0;0
telling;récit;raccontare;伝える;dizendo;говоря;narración;0;0;0;0;0;0;0;0
telltale;témoin;pettegolo;伝える;indicador;предательский;indicador;0;0;0;0;0;0;0;0
temper;tempérer;temperare;気性;temperamento;характер;templar;0;0;0;0;0;0;0;0
tempera;détrempe;tempera;テンペラ;Tempera;темпера;pintura al temple;0;0;0;0;0;0;0;0
temperament;tempérament;temperamento;気質;temperamento;темперамент;temperamento;0;0;0;0;0;0;0;0
temperance;tempérance;temperanza;禁酒;temperança;умеренность;templanza;0;0;0;0;0;0;0;0
temperate;tempéré;temperato;温帯;temperado;умеренный;templado;0;0;0;0;0;0;0;1
temperature;Température;temperatura;温度;temperatura;температура;temperatura;0;0;0;0;0;0;0;0
tempered;tempéré;temperato;温かく;temperado;закаленный;templado;0;0;0;0;0;0;0;0
tempest;tempête;tempesta;嵐;tempestade;буря;tempestad;1;1;0;1;0;1;1;0
temple;temple;tempio;寺院;templo;храм;templo;0;0;0;0;0;0;0;0
temporal;temporel;temporale;時間的;temporal;временной;temporal;0;0;0;0;0;0;0;0
temporarily;temporairement;temporaneamente;一時的に;temporariamente;временно;temporalmente;0;0;0;0;0;0;0;0
temporary;temporaire;temporaneo;一時的;temporário;временный;temporal;0;0;0;0;0;0;0;0
tempt;tenter;tentare;誘惑する;tentado;искушать;tentar;0;0;0;0;0;0;0;0
temptation;tentation;tentazione;誘惑;tentação;искушение;tentación;0;0;0;0;0;0;0;0
tempting;tentant;allettante;誘惑する;tentador;заманчивый;tentador;0;0;0;0;0;0;0;0
ten;Dix;dieci;十;dez;10;diez;0;0;0;0;0;0;0;0
tenable;défendable;sostenibile;テナブル;sustentável;надежный;sostenible;0;0;0;0;0;0;0;0
tenacious;tenace;tenace;強引な;persistente;цепкий;tenaz;0;0;0;0;0;0;0;0
tenacity;ténacité;tenacia;強靭性;tenacidade;цепкость;tenacidad;0;0;0;0;0;0;0;0
tenancy;location;locazione;テナント;arrendamento;аренда;tenencia;0;0;0;0;0;0;0;0
tenant;locataire;inquilino;テナント;inquilino;арендатор;inquilino;0;0;0;0;0;0;0;0
tendency;tendance;tendenza;傾向;tendência;тенденция;tendencia;0;0;0;0;0;0;0;0
tender;soumissionner;tenero;入札;concurso;нежная;oferta;0;0;0;0;1;0;0;1
tenderness;tendresse;tenerezza;優しさ;ternura;нежность;sensibilidad;0;0;0;0;1;0;0;0
tending;tendant;tendente;介在する;tendendo;стремящийся;tendiendo;0;0;0;0;0;0;0;0
tendon;tendon;tendine;腱;tendão;сухожилие;tendón;0;0;0;0;0;0;0;0
tenement;immeuble;caseggiato;共同住宅;habitação;арендуемое помещение;vivienda;0;0;0;0;0;0;0;0
tenet;principe;principio;教え;princípio;догмат;principio;0;0;0;0;0;0;0;0
tenets;principes;dogmi;教義;princípios;постулаты;principios;0;0;0;0;0;0;0;0
tenfold;décuple;dieci volte tanto;10倍;dez vezes;вдесятеро;décuplo;0;0;0;0;0;0;0;0
tennis;tennis;tennis;テニス;tênis;большой теннис;tenis;0;0;0;0;0;0;0;0
tense;tendu;teso;時制;tenso;напряженный;tiempo;0;0;0;0;0;0;0;0
tensile;traction;di tensione;引張り;tração;растяжимый;de tensión;0;0;0;0;0;0;0;0
tension;tension;tensione;テンション;tensão;напряженность;tensión;1;0;0;0;0;0;0;0
tent;tente;tenda;テント;barraca;палатка;tienda;0;0;0;0;0;0;0;0
tentacle;tentacule;tentacolo;触手;tentáculo;щупальце;tentáculo;0;0;0;0;0;0;0;0
tentative;provisoire;provvisorio;暫定的;tentativa;предварительный;tentativo;0;0;0;0;0;0;0;0
tenth;dixième;decimo;10番目;décimo;десятый;décimo;0;0;0;0;0;0;0;0
tenths;dixièmes;decimi;10分の1;décimos;десятые;décimas;0;0;0;0;0;0;0;0
tenuous;ténu;tenue;薄い;tênue;разреженный;tenue;0;0;0;0;0;0;0;0
tenure;mandat;possesso;在籍;posse;владение;tenencia;0;0;0;0;0;0;0;0
tepid;tiède;tiepido;ぬるい;morna;тепленький;tibio;0;0;0;0;0;0;0;0
term;terme;termine;期間;prazo;срок;término;0;0;0;0;0;0;0;0
terminal;Terminal;terminale;ターミナル;terminal;Терминал;terminal;0;0;0;1;0;1;0;0
terminate;mettre fin;terminare;終了する;terminar;прекратить;Terminar;0;0;0;0;0;1;0;0
termination;Résiliation;fine;終了;terminação;прекращение;terminación;0;0;0;0;0;1;0;0
terminus;terminus;capolinea;末端;terminal;конечная станция;término;0;0;0;0;0;0;0;0
termite;termite;termite;シロアリ;térmitas;термит;termita;0;0;1;0;0;0;0;0
terms;termes;condizioni;条項;termos;сроки;condiciones;0;0;0;0;0;0;0;0
tern;sterne;sterna;第三;tern;крачка;golondrina;0;0;0;0;0;0;0;0
ternary;ternaire;ternario;三元;ternário;троичный;ternario;0;0;0;0;0;0;0;0
terrace;terrasse;terrazza;テラス;terraço;терраса;terraza;0;0;0;0;0;0;0;0
terrestrial;terrestre;terrestre;地上の;terrestre;земной;terrestre;0;0;0;0;0;0;0;0
terrible;terrible;terribile;ひどい;terrivel;ужасный;terrible;1;0;1;1;0;1;0;0
terribly;terriblement;terribilmente;ひどく;terrivelmente;ужасно;terriblemente;0;0;0;0;0;1;0;0
terrier;terrier;terrier;テリア;terrier;терьер;terrier;0;0;0;0;0;0;0;0
terrific;terrifiant;terribile;素晴らしい;formidável;потрясающий;estupendo;0;0;0;0;0;1;0;0
territorial;territorial;territoriale;領土;territorial;территориальной;territorial;0;0;0;0;0;0;0;0
territory;territoire;territorio;地域;território;территория;territorio;0;0;0;0;0;0;0;0
terror;la terreur;terrore;テロ;terror;террор;terror;0;0;0;1;0;0;0;0
terrorism;terrorisme;terrorismo;テロ;terrorismo;терроризм;terrorismo;1;0;1;1;0;1;0;0
terrorist;terroriste;terrorista;テロリスト;terrorista;террорист;terrorista;1;0;1;1;0;1;1;0
terrorize;terroriser;terrorizzare;恐れる;aterrorizar;терроризировать;aterrorizar;1;0;0;1;0;1;0;0
terse;laconique;laconico;簡潔な;Tarefa;немногословный;breve;0;0;0;0;0;0;0;0
tertiary;tertiaire;terziario;三次;terciário;третичный;terciario;0;0;0;0;0;0;0;0
test;tester;test;テスト;teste;контрольная работа;prueba;0;0;0;0;0;0;0;0
testament;testament;testamento;証言;testamento;завещание;testamento;0;1;0;0;0;0;0;1
testify;témoigner;testimoniare;証言する;testemunhar;давать показания;testificar;0;0;0;0;0;0;0;0
testimonial;témoignage;testimoniale;証言;testemunho;свидетельство;testimonial;0;0;0;0;0;0;0;0
testimony;témoignage;testimonianza;証言;testemunho;свидетельство;testimonio;0;0;0;0;0;0;0;1
tetanus;tétanos;tetano;破傷風;tétano;столбняк;tétanos;0;0;1;0;0;0;0;0
tether;attache;legare;テザー;amarra;привязь;atar;0;0;0;0;0;0;0;0
tethered;attaché;legato;繋がれた;amarrado;привязанный;atado;0;0;0;0;0;0;0;0
tetrahedral;tétraèdre;tetrahedral;四面体;tetraédrico;четырехгранный;tetraédrico;0;0;0;0;0;0;0;0
text;texte;testo;テキスト;texto;текст;texto;0;0;0;0;0;0;0;0
textbook;cahier de texte;manuale;教科書;livro didático;учебник;libro de texto;0;0;0;0;0;0;0;0
textile;textile;tessile;繊維;têxtil;текстильный;textil;0;0;0;0;0;0;0;0
textural;texturale;strutturale;テクスチャ;textural;структурный;textural;0;0;0;0;0;0;0;0
texture;texture;struttura;テクスチャ;textura;текстура;textura;0;0;0;0;0;0;0;0
thankful;reconnaissant;grato;感謝している;grato;благодарный;agradecido;0;0;0;0;1;0;0;0
thanksgiving;action de grâces;ringraziamento;感謝祭;Ação de graças;благодарение;acción de gracias;0;0;0;0;1;0;0;0
thatch;chaume;paglia;かゆみ;palha;соломенная крыша;paja;0;0;0;0;0;0;0;0
thaw;dégel;scongelare;解凍する;descongelamento;оттепель;deshielo;0;0;0;0;0;0;0;0
theater;théâtre;Teatro;劇場;teatro;театр;teatro;0;0;0;0;0;0;0;0
theatrical;théâtral;teatrale;演劇的;teatral;театральный;teatral;0;0;0;0;0;0;0;0
theft;vol;furto;盗難;roubo;кража;robo;1;0;1;1;0;1;0;0
theism;théisme;teismo;有神論;teísmo;теизм;teísmo;0;0;1;0;0;0;0;0
theistic;théiste;teistica;有神論的;teísta;теистический;teísta;0;0;0;0;0;0;0;0
theme;thème;tema;テーマ;tema;тема;tema;0;0;0;0;0;0;0;0
theocracy;théocratie;teocrazia;神権者;teocracia;теократия;teocracia;0;0;0;0;0;0;0;0
theocratic;théocratique;teocratico;神聖な;teocrático;теократический;teocrático;1;0;0;1;0;1;0;1
theologian;théologien;teologo;神学者;teólogo;богослов;teólogo;0;0;0;0;0;0;0;0
theological;théologique;teologico;神学;teológico;теологический;teológico;0;0;0;0;0;0;0;1
theology;théologie;teologia;神学;teologia;теология;teología;0;1;0;0;0;0;0;0
theorem;théorème;teorema;定理;teorema;теорема;teorema;0;0;0;0;0;0;0;1
theoretical;théorique;teorico;理論的;teórico;теоретический;teórico;0;0;0;0;0;0;0;0
theory;théorie;teoria;理論;teoria;теория;teoría;0;1;0;0;0;0;0;1
therapeutic;thérapeutique;terapeutico;治療的;terapêutico;терапевтический;terapéutico;0;0;0;0;1;0;0;1
therapeutics;thérapeutique;terapeutica;治療薬;terapêutica;терапевтика;terapéutica;0;0;0;0;0;0;0;0
thereabouts;environ;giù di lì;その周辺;por aí;поблизости;aproximadamente;0;0;0;0;0;0;0;0
thereof;de ce;di ciò;その;do mesmo;этого;en esto;0;0;0;0;0;0;0;0
therewith;avec;con ciò;それと一緒に;com isso;к тому же;con eso;0;0;0;0;0;0;0;0
thermal;thermique;termico;サーマル;térmico;тепловой;térmico;0;0;0;0;0;0;0;0
thermocouple;thermocouple;termocoppia;熱電対;par termoelétrico;термопара;par termoeléctrico;0;1;0;0;0;0;0;0
thermodynamics;thermodynamique;termodinamica;熱力学;termodinâmica;термодинамика;termodinámica;0;0;0;0;0;0;0;0
thermometer;thermomètre;termometro;温度計;termômetro;термометр;termómetro;0;0;0;0;0;0;0;1
thermostat;thermostat;termostato;サーモスタット;termostato;термостат;termostato;0;0;0;0;0;0;0;0
thesaurus;thésaurus;dizionario;シソーラス;tesauro;тезаурус;Tesauro;0;0;0;0;0;0;0;0
thesis;thèse;tesi;論文;tese;Тезис;tesis;0;0;0;0;0;0;0;0
thick;épais;di spessore;厚い;Grosso;толстый;grueso;0;0;0;0;0;0;0;0
thicken;épaissir;addensare;厚く;engrossar;сгущаться;espesar;0;0;0;0;0;0;0;0
thickening;épaississant;ispessimento;肥厚;engrossamento;утолщение;espesamiento;0;0;0;0;0;0;0;0
thicket;fourré;macchia;茂み;mato;заросли;matorral;0;0;0;0;0;0;0;0
thickness;épaisseur;spessore;厚さ;espessura;толщина;espesor;0;0;0;0;0;0;0;0
thief;voleur;ladro;泥棒;ladrao;вор;ladrón;1;0;1;1;0;1;1;0
thimble;dé;ditale;シンブル;dedal;наперсток;dedal;0;0;0;0;0;0;0;0
thin;mince;magro;薄いです;fino;тонкий;Delgado;0;0;0;0;0;0;0;0
thing;chose;cosa;もの;coisa;вещь;cosa;0;0;0;0;0;0;0;0
things;des choses;cose;もの;coisas;вещи;cosas;0;0;0;0;0;0;0;0
thinker;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;NO TRANSLATION;0;0;0;0;0;0;0;0
thinking;en pensant;pensiero;考え;pensando;мышление;pensando;0;0;0;0;0;0;0;0
thirds;tiers;terzi;3分の1;terços;трети;tercios;0;0;0;0;0;0;0;0
thirst;la soif;sete;渇き;sede;жажда;sed;0;1;0;0;0;1;1;0
thirsty;assoiffé;assetato;渇いた;com sede;жаждущий;sediento;0;0;0;0;0;0;0;0
thirteen;treize;tredici;13;treze;13;trece;0;0;0;0;0;0;0;0
thirteenth;treizième;tredicesimo;第十三;décimo terceiro;тринадцатый;decimotercero;0;0;0;1;0;0;0;0
thistle;chardon;cardo;アザミ;cardo;чертополох;cardo;0;0;0;0;0;0;0;0
thither;là;là;thither;lá;туда;allá;0;0;0;0;0;0;0;0
thong;lanière;laccio;ひも;Correia;плеть;correa;0;0;0;0;0;0;0;0
thorn;épine;spina;棘;Espinho;колючка;espina;0;0;0;0;0;0;0;0
thorny;épineux;spinoso;先天性;espinhoso;колючий;espinoso;0;0;0;1;0;0;0;0
thoroughbred;de race;purosangue;サラブレッド;puro sangue;чистокровный;pura sangre;0;0;0;0;0;0;0;0
thoroughfare;rue;strada transitabile;道順;via;проезд;vía pública;0;0;0;0;0;0;0;0
thought;pensée;pensato;思想;pensamento;думал;pensamiento;0;1;0;0;0;0;0;0
thoughtful;réfléchi;riflessivo;思慮深い;pensativo;Вдумчивый;pensativo;0;0;0;0;0;0;0;1
thoughtfulness;prévenance;pensosità;思いやり;consideração;вдумчивость;consideración;0;0;0;0;0;0;0;0
thoughtless;irréfléchi;senza pensieri;思慮のない;irrefletido;беспечный;desconsiderado;1;0;1;0;0;0;0;0
thoughts;pensées;pensieri;思考;pensamentos;мысли;pensamientos;0;0;0;0;0;0;0;0
thousand;mille;mille;千;mil;тысяча;mil;0;0;0;0;0;0;0;0
thrash;débattre;bastonare;スラッシュ;thrash;молотить;movimiento de piernas;1;0;1;1;0;1;0;0
thread;fil;filo;糸;fio;нить;hilo;0;0;0;0;0;0;0;0
threat;menace;minaccia;脅威;ameaça;угроза;amenaza;1;0;0;1;0;0;0;0
threaten;menacer;minacciare;脅かす;ameaçar;угрожать;amenazar;1;1;0;1;0;0;0;0
threatening;menaçant;minaccioso;脅かす;ameaçador;угрожающий;amenazante;1;0;1;1;0;0;0;0
threefold;triple;triplice;三倍;três vezes;втрое;triple;0;0;0;0;0;0;0;0
thresh;battre;trebbiare;スレッシュ;Thresh;молотить;trillar;1;0;0;1;0;1;0;0
threshold;seuil;soglia;閾値;limite;порог;límite;0;0;0;0;0;0;0;0
thrice;trois fois;tre volte;三度;três vezes;трижды;tres veces;0;0;0;0;0;0;0;0
thrift;épargne;parsimonia;倹約;economia;бережливость;ahorro;0;0;1;0;0;0;0;1
thrifty;économe;parsimonioso;倹約;econômico;экономный;ahorrativo;0;0;0;0;0;0;0;0
thrill;frisson;brivido;スリル;emoção;возбуждение;emoción;0;1;0;1;1;0;1;0
thrilling;palpitant;eccitante;スリリング;emocionante;захватывающий;emocionante;0;1;0;0;1;0;1;0
thriving;prospère;fiorente;繁栄する;prosperando;процветающий;próspero;0;1;0;0;1;0;0;0
throat;gorge;gola;喉;garganta;горло;garganta;0;0;0;0;0;0;0;0
throb;palpiter;pulsare;鼓動する;pulsar;пульсация;palpitar;0;0;0;1;0;1;0;0
throbbing;battement;pulsazione;震える;latejando;пульсация;palpitante;0;0;0;0;0;0;0;0
throne;trône;trono;王位;trono;трон;trono;0;0;0;0;0;0;0;1
throng;foule;folla;群れた;multidão;толпиться;multitud;0;0;0;0;0;0;0;0
throttle;étrangler;valvola a farfalla;スロットル;acelerador;дроссель;acelerador;1;0;0;0;0;0;0;0
throw;jeter;gettare;スロー;lançar;бросать;lanzar;0;0;0;0;0;0;0;0
thrush;muguet;tordo;突刺;tordo;молочница;tordo;0;0;0;0;0;0;0;0
thrust;poussée;spinta;推力;impulso;осевая нагрузка;empuje;0;0;0;0;0;0;0;0
thud;bruit sourd;tonfo;くそ;baque;глухой звук;ruido sordo;0;0;0;0;0;0;0;0
thug;voyou;teppista;刺客;bandido;головорез;matón;1;0;1;1;0;0;0;0
thumb;pouce;pollice;親指;polegar;большой палец;pulgar;0;0;0;0;0;0;0;0
thump;cogner;tonfo;勝つ;batida;колотить;golpear;1;0;0;0;0;0;0;0
thumping;cognant;martellante;強打;batendo;громадный;descomunal;0;0;0;1;0;0;0;0
thunder;tonnerre;tuono;サンダー;trovão;гром;trueno;0;0;0;0;0;0;0;0
thunderbolt;coup de tonnerre;fulmine;落雷;raio;удар молнии;rayo;0;0;0;0;0;0;0;0
thundering;tonner;scrosciante;雷鳴;trovão;громоподобный;tremendo;1;0;0;1;0;0;0;0
thunderstorm;orage;temporale;雷雨;trovoada;гроза;tormenta;0;0;0;0;0;0;0;0
thwart;contrecarrer;contrastare;邪魔する;thwart;мешать;frustrar;0;0;0;0;0;0;1;0
thyme;thym;timo;タイム;Tomilho;тимьян;tomillo;0;0;0;0;0;0;0;0
tiara;tiare;tiara;ティアラ;tiara;тиара;tiara;0;0;0;0;0;0;0;0
tick;cocher;zecca;ダニ;Carraça;поставить галочку;garrapata;0;0;0;0;0;0;0;0
ticker;téléscripteur;telescrivente;ティッカー;ticker;бегущая строка;corazón;0;0;0;0;0;0;0;0
ticket;billet;biglietto;チケット;bilhete;билет;boleto;0;0;0;0;0;0;0;0
tickle;chatouiller;solletico;くすぐる;cócegas;щекотать;cosquillas;0;1;0;0;1;0;1;1
ticklish;chatouilleux;che soffre il solletico;くすぐったい;cócoras;щекотливый;cosquilloso;0;0;0;0;0;0;0;0
tidal;marée;di marea;潮;maré;приливный;de marea;0;0;0;0;0;0;0;0
tidbit;friandise;leccornia;軽食;petisco;лакомый кусок;golosina;0;0;0;0;0;0;0;0
tide;marée;marea;潮;maré;волна;marea;0;0;0;0;0;0;0;0
tidings;nouvelles;notizie;お知らせ;notícias;новости;noticias;0;0;0;0;0;0;0;0
tie;attacher;cravatta;ネクタイ;gravata;галстук;Corbata;0;0;0;0;0;0;0;0
tier;étage;fila;層;camada;ярус;nivel;0;0;0;0;0;0;0;0
tiff;tiff;bisticcio;ティファ;tiff;размолвка;pelea;1;0;0;0;0;0;0;0
